,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
1676,1676,1676,GerDracor/goethe-torquato-tasso.xml,"Du lästerst, du erlaubst dir Wort auf Wort,
              Das deinen Schmerzen zu verzeihen ist,
              Doch das du selbst dir nie verzeihen kannst.",231,386,character_speech,5,5,,ANTONIO.,#antonio,413.0,MALE,suffering,negative,emotions of suffering and empathy
1677,1677,1677,GerDracor/goethe-torquato-tasso.xml,"
              O sprich mir nicht mit sanfter Lippe zu,
              Laß mich kein kluges Wort von dir vernehmen!",0,114,character_speech,5,5,,TASSO.,#tasso,414.0,MALE,no_annotation,no_annotation,no_annotation
1678,1678,1678,GerDracor/goethe-torquato-tasso.xml,"Laß mir das dumpfe Glück, damit ich nicht
              Mich erst besinne, dann von Sinnen komme.",129,226,character_speech,5,5,,TASSO.,#tasso,414.0,MALE,joy,positive,emotions of pleasure
1679,1679,1679,GerDracor/goethe-torquato-tasso.xml,"Ich fühle mir das innerste Gebein
              Zerschmettert, und ich leb um es zu fühlen.",241,332,character_speech,5,5,,TASSO.,#tasso,414.0,MALE,suffering,negative,emotions of suffering and empathy
1680,1680,1680,GerDracor/goethe-torquato-tasso.xml,"Verzweiflung faßt mit aller Wut mich an,
              Und in der Höllenqual die mich vernichtet
              Wird Lästrung nur ein leiser Schmerzenslaut.",347,502,character_speech,5,5,,TASSO.,#tasso,414.0,MALE,despair,negative,emotions of anxiety
1681,1681,1681,GerDracor/goethe-torquato-tasso.xml,Ich will hinweg!,517,533,character_speech,5,5,,TASSO.,#tasso,414.0,MALE,anger,negative,emotions of rejection
1682,1682,1682,GerDracor/goethe-torquato-tasso.xml,"Und wenn du redlich bist,
              So zeig es mir, und laß mich gleich von hinnen.",534,621,character_speech,5,5,,TASSO.,#tasso,414.0,MALE,no_annotation,no_annotation,no_annotation
1683,1683,1683,GerDracor/goethe-torquato-tasso.xml,"
              Ich werde dich in dieser Not nicht lassen;
              Und wenn es dir an Fassung ganz gebricht,
              So soll mir's an Geduld gewiß nicht fehlen.",0,171,character_speech,5,5,,ANTONIO.,#antonio,415.0,MALE,compassion,negative,emotions of suffering and empathy
1684,1684,1684,GerDracor/goethe-torquato-tasso.xml,"
              So muß ich mich dir denn gefangen geben?",0,55,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,no_annotation,no_annotation,no_annotation
1685,1685,1685,GerDracor/goethe-torquato-tasso.xml,"Ich gebe mich und so ist es getan;
              Ich widerstehe nicht, so ist mir wohl –
              Und laß es dann mich schmerzlich wiederholen,
              Wie schön es war was ich mir selbst verscherzte.",70,281,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,Schadenfreude,positive,emotions of pleasure
1686,1686,1686,GerDracor/goethe-torquato-tasso.xml,Sie gehn hinweg – O Gott!,296,321,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,being moved,being moved,being moved
1687,1687,1687,GerDracor/goethe-torquato-tasso.xml,"dort seh ich schon
              Den Staub der von den Wagen sich erhebt –
              Die Reuter sind voraus – dort fahren sie,
              Dort gehn sie hin!",322,485,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,no_annotation,no_annotation,no_annotation
1688,1688,1688,GerDracor/goethe-torquato-tasso.xml,Kam ich nicht auch daher?,486,511,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,no_annotation,no_annotation,no_annotation
1689,1689,1689,GerDracor/goethe-torquato-tasso.xml,"Sie sind hinweg, sie sind erzürnt auf mich.",526,569,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,anger,negative,emotions of rejection
1690,1690,1690,GerDracor/goethe-torquato-tasso.xml,O küßt ich nur noch einmal seine Hand!,584,622,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,love,positive,emotions of affection
1691,1691,1691,GerDracor/goethe-torquato-tasso.xml,O daß ich nur noch Abschied nehmen könnte!,637,679,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,suffering,negative,emotions of suffering and empathy
1692,1692,1692,GerDracor/goethe-torquato-tasso.xml,Nur einmal noch zu sagen: o verzeiht!,694,731,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,no_annotation,no_annotation,no_annotation
1693,1693,1693,GerDracor/goethe-torquato-tasso.xml,"Nur noch zu hören: Geh, dir ist verziehn!",746,787,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,anger,negative,emotions of rejection
1694,1694,1694,GerDracor/goethe-torquato-tasso.xml,"Allein ich hör es nicht, ich hör es nie –
              Ich will ja gehn!",802,875,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,despair,negative,emotions of anxiety
1695,1695,1695,GerDracor/goethe-torquato-tasso.xml,"Laßt mich nur Abschied nehmen,
              Nur Abschied nehmen!",876,941,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,suffering,negative,emotions of suffering and empathy
1696,1696,1696,GerDracor/goethe-torquato-tasso.xml,"Gebt, o gebt mir nur
              Auf einen Augenblick die Gegenwart
              Zurück!",942,1033,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,no_annotation,no_annotation,no_annotation
1697,1697,1697,GerDracor/goethe-torquato-tasso.xml,Vielleicht genes ich wieder.,1034,1062,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,joy,positive,emotions of pleasure
1698,1698,1698,GerDracor/goethe-torquato-tasso.xml,"Nein,
              Ich bin verstoßen, bin verbannt, ich habe
              Mich selbst verbannt, ich werde diese Stimme
              Nicht mehr vernehmen, diesem Blicke nicht,
              Nicht mehr begegnen –",1063,1276,character_speech,5,5,,TASSO.,#tasso,416.0,MALE,despair,negative,emotions of anxiety
1699,1699,1699,GerDracor/goethe-torquato-tasso.xml,"
              Laß eines Mannes Stimme dich erinnern,
              Der neben dir nicht ohne Rührung steht!",0,107,character_speech,5,5,,ANTONIO.,#antonio,417.0,MALE,suffering,negative,emotions of suffering and empathy
1700,1700,1700,GerDracor/goethe-torquato-tasso.xml,Du bist so elend nicht als wie du glaubst.,123,165,character_speech,5,5,,ANTONIO.,#antonio,417.0,MALE,suffering,negative,emotions of suffering and empathy
1701,1701,1701,GerDracor/goethe-torquato-tasso.xml,Ermanne dich!,180,193,character_speech,5,5,,ANTONIO.,#antonio,417.0,MALE,no_annotation,no_annotation,no_annotation
1702,1702,1702,GerDracor/goethe-torquato-tasso.xml,Du gibst zu viel dir nach.,194,220,character_speech,5,5,,ANTONIO.,#antonio,417.0,MALE,no_annotation,no_annotation,no_annotation
1703,1703,1703,GerDracor/goethe-torquato-tasso.xml,"
              Und bin ich denn so elend wie ich scheine?",0,57,character_speech,5,5,,TASSO.,#tasso,418.0,MALE,suffering,negative,emotions of suffering and empathy
1704,1704,1704,GerDracor/goethe-torquato-tasso.xml,Bin ich so schwach wie ich vor dir mich zeige?,72,118,character_speech,5,5,,TASSO.,#tasso,418.0,MALE,suffering,negative,emotions of suffering and empathy
1705,1705,1705,GerDracor/goethe-torquato-tasso.xml,Ist alles denn verloren?,133,157,character_speech,5,5,,TASSO.,#tasso,418.0,MALE,despair,negative,emotions of anxiety
1706,1706,1706,GerDracor/goethe-torquato-tasso.xml,"Hat der Schmerz,
              Als schütterte der Boden, das Gebäude
              In einen grausen Haufen Schutt verwandelt?",158,283,character_speech,5,5,,TASSO.,#tasso,418.0,MALE,suffering,negative,emotions of suffering and empathy
1707,1707,1707,GerDracor/goethe-torquato-tasso.xml,"Ist kein Talent mehr übrig, tausendfältig
              Mich zu zerstreun, zu unterstützen?",298,389,character_speech,5,5,,TASSO.,#tasso,418.0,MALE,suffering,negative,emotions of suffering and empathy
1708,1708,1708,GerDracor/goethe-torquato-tasso.xml,"Ist alle Kraft verloschen, die sich sonst
              In meinem Busen regte?",404,482,character_speech,5,5,,TASSO.,#tasso,418.0,MALE,suffering,negative,emotions of suffering and empathy
1709,1709,1709,GerDracor/goethe-torquato-tasso.xml,"bin ich nichts,
              Ganz nichts geworden?",483,534,character_speech,5,5,,TASSO.,#tasso,418.0,MALE,suffering,negative,emotions of suffering and empathy
1710,1710,1710,GerDracor/goethe-torquato-tasso.xml,"Nein, es ist alles da und ich bin nichts;
              Ich bin mir selbst entwandt, sie ist es mir!",549,649,character_speech,5,5,,TASSO.,#tasso,418.0,MALE,love,positive,emotions of affection
1711,1711,1711,GerDracor/goethe-torquato-tasso.xml,"
              Und wenn du ganz dich zu verlieren scheinst,
              Vergleiche dich!",0,90,character_speech,5,5,,ANTONIO.,#antonio,419.0,MALE,no_annotation,no_annotation,no_annotation
1712,1712,1712,GerDracor/goethe-torquato-tasso.xml,Erkenne was du bist!,91,111,character_speech,5,5,,ANTONIO.,#antonio,419.0,MALE,joy,positive,emotions of pleasure
1713,1713,1713,GerDracor/goethe-torquato-tasso.xml,"
              Ja, du erinnerst mich zur rechten Zeit!",0,54,character_speech,5,5,,TASSO.,#tasso,420.0,MALE,no_annotation,no_annotation,no_annotation
1714,1714,1714,GerDracor/goethe-torquato-tasso.xml,"–
              Hilft denn kein Beispiel der Geschichte mehr?",55,116,character_speech,5,5,,TASSO.,#tasso,420.0,MALE,no_annotation,no_annotation,no_annotation
1715,1715,1715,GerDracor/goethe-torquato-tasso.xml,"Stellt sich kein edler Mann mir vor die Augen,
              Der mehr gelitten als ich jemals litt,
              Damit ich mich mit ihm vergleichend fasse?",131,287,character_speech,5,5,,TASSO.,#tasso,420.0,MALE,suffering,negative,emotions of suffering and empathy
1716,1716,1716,GerDracor/goethe-torquato-tasso.xml,"Nein, alles ist dahin!",302,324,character_speech,5,5,,TASSO.,#tasso,420.0,MALE,suffering,negative,emotions of suffering and empathy
1717,1717,1717,GerDracor/goethe-torquato-tasso.xml,"– Nur eines bleibt:
              Die Träne hat uns die Natur verliehen,
              Den Schrei des Schmerzens, wenn der Mann zuletzt
              Es nicht mehr trägt – Und mir noch über alles –
              Sie ließ im Schmerz mir Melodie und Rede,
              Die tiefste Fülle meiner Not zu klagen:
              Und wenn der Mensch in seiner Qual verstummt,
              Gab mir ein Gott zu sagen, wie ich leide.",325,748,character_speech,5,5,,TASSO.,#tasso,420.0,MALE,suffering,negative,emotions of suffering and empathy
1718,1718,1718,GerDracor/goethe-torquato-tasso.xml,Antonio tritt zu ihm und nimmt ihn bei der Hand.,0,48,stage_direction,5,5,speech_part,,#tasso,420.0,MALE,no_annotation,no_annotation,no_annotation
1719,1719,1719,GerDracor/goethe-torquato-tasso.xml,"
              O edler Mann!",0,28,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,"admiration, reverence",positive,emotions of affection
1720,1720,1720,GerDracor/goethe-torquato-tasso.xml,"Du stehest fest und still,
              Ich scheine nur die sturmbewegte Welle.",29,109,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,no_annotation,no_annotation,no_annotation
1721,1721,1721,GerDracor/goethe-torquato-tasso.xml,"Allein bedenk, und überhebe nicht
              Dich deiner Kraft!",124,190,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,no_annotation,no_annotation,no_annotation
1722,1722,1722,GerDracor/goethe-torquato-tasso.xml,"Die mächtige Natur,
              Die diesen Felsen gründete, hat auch
              Der Welle die Beweglichkeit gegeben.",191,312,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,no_annotation,no_annotation,no_annotation
1723,1723,1723,GerDracor/goethe-torquato-tasso.xml,"Sie sendet ihren Sturm, die Welle flieht
              Und schwankt und schwillt und beugt sich schäumend über
              In dieser Woge spiegelte so schön
               Die Sonne sich, es ruhten die Gestirne
              An dieser Brust, die zärtlich sich bewegte.",327,597,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,love,positive,emotions of affection
1724,1724,1724,GerDracor/goethe-torquato-tasso.xml,"Verschwunden ist der Glanz, entflohn die Ruhe.",612,658,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,suffering,negative,emotions of suffering and empathy
1725,1725,1725,GerDracor/goethe-torquato-tasso.xml,"Ich kenne mich in der Gefahr nicht mehr,
              Und schäme mich nicht mehr es zu bekennen.",673,770,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,abhorrence,negative,emotions of rejection
1726,1726,1726,GerDracor/goethe-torquato-tasso.xml,"Zerbrochen ist das Steuer und es kracht
              Das Schiff an allen Seiten.",785,866,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,suffering,negative,emotions of suffering and empathy
1727,1727,1727,GerDracor/goethe-torquato-tasso.xml,"Berstend reißt
              Der Boden unter meinen Füßen auf!",867,929,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,fear,negative,emotions of anxiety
1728,1728,1728,GerDracor/goethe-torquato-tasso.xml,Ich fasse dich mit beiden Armen an!,944,979,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,love,positive,emotions of affection
1729,1729,1729,GerDracor/goethe-torquato-tasso.xml,"So klammert sich der Schiffer endlich noch
              Am Felsen fest, an dem er scheitern sollte.",994,1094,character_speech,5,5,,TASSO.,#tasso,421.0,MALE,no_annotation,no_annotation,no_annotation
