,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
1878,1878,1878,GerDracor/fouque-sigurd-der-schlangentoedter.xml,–,275,276,character_speech,7,2,,BRYNHILDIS.,#brynhildis,696.0,FEMALE,no_annotation,no_annotation,no_annotation
1879,1879,1879,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Es ist der Sturm.,0,17,character_speech,7,2,,GUNNAR.,#gunnar,697.0,MALE,no_annotation,no_annotation,no_annotation
1880,1880,1880,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Nein.,0,5,character_speech,7,2,,BRYNHILDIS.,#brynhildis,698.0,FEMALE,no_annotation,no_annotation,no_annotation
1881,1881,1881,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Horch?,6,12,character_speech,7,2,,BRYNHILDIS.,#brynhildis,698.0,FEMALE,being moved,being moved,being moved
1882,1882,1882,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Es schreit!,13,24,character_speech,7,2,,BRYNHILDIS.,#brynhildis,698.0,FEMALE,fear,negative,emotions of anxiety
1883,1883,1883,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Das ist die Weh'klag' aus dem Norderthurm.,0,42,character_speech,7,2,,GUNNAR.,#gunnar,699.0,MALE,suffering,negative,emotions of suffering and empathy
1884,1884,1884,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Weh'klage, Freilich.",0,20,character_speech,7,2,,BRYNHILDIS.,#brynhildis,700.0,FEMALE,compassion,negative,emotions of suffering and empathy
1885,1885,1885,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Man hört Geschrei.,0,18,stage_direction,7,2,speech_part,,#brynhildis,700.0,FEMALE,fear,negative,emotions of anxiety
1886,1886,1886,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Kommt uns immer näher.,0,22,character_speech,7,2,,BRYNHILDIS.,#brynhildis,700.0,FEMALE,no_annotation,no_annotation,no_annotation
1887,1887,1887,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Unheil!,0,7,character_speech,7,2,,GUDRUNENS STIMME.,#gudruna,701.0,FEMALE,no_annotation,no_annotation,no_annotation
1888,1888,1888,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Unheil!,8,15,character_speech,7,2,,GUDRUNENS STIMME.,#gudruna,701.0,FEMALE,no_annotation,no_annotation,no_annotation
1889,1889,1889,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Heilloses!,16,26,character_speech,7,2,,GUDRUNENS STIMME.,#gudruna,701.0,FEMALE,no_annotation,no_annotation,no_annotation
1890,1890,1890,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Hörst nun?,0,10,character_speech,7,2,,BRYNHILDIS.,#brynhildis,702.0,FEMALE,no_annotation,no_annotation,no_annotation
1891,1891,1891,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Die grause Todtenfei'r beginnt.,11,42,character_speech,7,2,,BRYNHILDIS.,#brynhildis,702.0,FEMALE,suffering,negative,emotions of suffering and empathy
1892,1892,1892,GerDracor/fouque-sigurd-der-schlangentoedter.xml,hinausrufend.,0,13,stage_direction,7,2,speech_part,,#gunnar,703.0,MALE,no_annotation,no_annotation,no_annotation
1893,1893,1893,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Wachten!,0,8,character_speech,7,2,,GUNNAR,#gunnar,703.0,MALE,being moved,being moved,being moved
1894,1894,1894,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Was lermt so?,9,22,character_speech,7,2,,GUNNAR,#gunnar,703.0,MALE,suffering,negative,emotions of suffering and empathy
1895,1895,1895,GerDracor/fouque-sigurd-der-schlangentoedter.xml,von aussen.,0,11,stage_direction,7,2,speech_part,,#stimmen_von_aussen,704.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1896,1896,1896,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Woll'ns nicht sagen – nicht
              Mit solcher gift'gen Kund' entweih'n die Zunge.",0,104,character_speech,7,2,,STIMMEN,#stimmen_von_aussen,704.0,UNKNOWN,abhorrence,negative,emotions of rejection
1897,1897,1897,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"–
              Hör' deine Schwester, König.",105,149,character_speech,7,2,,STIMMEN,#stimmen_von_aussen,704.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1898,1898,1898,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"– Alle Säle
              Der weiten Burg erfüllt ihr Jammerruf.",150,214,character_speech,7,2,,STIMMEN,#stimmen_von_aussen,704.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
1899,1899,1899,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Darfst du ihn rächen – thu's.,229,258,character_speech,7,2,,STIMMEN,#stimmen_von_aussen,704.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1900,1900,1900,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Schlimm ist die That.,259,280,character_speech,7,2,,STIMMEN,#stimmen_von_aussen,704.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
1901,1901,1901,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Hörst du, Brynhildis?",0,21,character_speech,7,2,,GUNNAR.,#gunnar,705.0,MALE,no_annotation,no_annotation,no_annotation
1902,1902,1902,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Ja, ich hör' recht gut.",0,23,character_speech,7,2,,BRYNHILDIS.,#brynhildis,706.0,FEMALE,no_annotation,no_annotation,no_annotation
1903,1903,1903,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Nun liegt erschlagen zweifelsohn' dein Feind.,0,45,character_speech,7,2,,GUNNAR.,#gunnar,707.0,MALE,abhorrence,negative,emotions of rejection
1904,1904,1904,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Horch' Lieb!",0,27,character_speech,7,2,,BRYNHILDIS.,#brynhildis,708.0,FEMALE,love,positive,emotions of affection
1905,1905,1905,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Wie unsre helle Nacht'gall singt!,28,61,character_speech,7,2,,BRYNHILDIS.,#brynhildis,708.0,FEMALE,joy,positive,emotions of pleasure
1906,1906,1906,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Es rieselt her die purpurfarbne Welle.,76,114,character_speech,7,2,,BRYNHILDIS.,#brynhildis,708.0,FEMALE,no_annotation,no_annotation,no_annotation
1907,1907,1907,GerDracor/fouque-sigurd-der-schlangentoedter.xml,näher.,0,6,stage_direction,7,2,speech_part,,#gudruna,709.0,FEMALE,no_annotation,no_annotation,no_annotation
1908,1908,1908,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Habt ihr's gefangen?",0,35,character_speech,7,2,,GUDRUNENS STIMME,#gudruna,709.0,FEMALE,no_annotation,no_annotation,no_annotation
1909,1909,1909,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Haschtet ihr's Wild ein?,50,74,character_speech,7,2,,GUDRUNENS STIMME,#gudruna,709.0,FEMALE,no_annotation,no_annotation,no_annotation
1910,1910,1910,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Blutige Jäger,
              Blinde Jäger ihr!",89,135,character_speech,7,2,,GUDRUNENS STIMME,#gudruna,709.0,FEMALE,abhorrence,negative,emotions of rejection
1911,1911,1911,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"In eurer Hüfte
              Haftet der Speerschaft!",151,203,character_speech,7,2,,GUDRUNENS STIMME,#gudruna,709.0,FEMALE,no_annotation,no_annotation,no_annotation
1912,1912,1912,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Traft euch recht trefflich,
              Tratet in's Netz nun selbst.",218,288,character_speech,7,2,,GUDRUNENS STIMME,#gudruna,709.0,FEMALE,no_annotation,no_annotation,no_annotation
1913,1913,1913,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Brynhildis erhebt ein wildes Gelächter.,0,39,stage_direction,7,2,speech_part,,#gudruna,709.0,FEMALE,Schadenfreude,positive,emotions of pleasure
1914,1914,1914,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Was lachst du?",0,29,character_speech,7,2,,GUNNAR.,#gunnar,710.0,MALE,Schadenfreude,positive,emotions of pleasure
1915,1915,1915,GerDracor/fouque-sigurd-der-schlangentoedter.xml,– Lache nicht!,30,44,character_speech,7,2,,GUNNAR.,#gunnar,710.0,MALE,no_annotation,no_annotation,no_annotation
1916,1916,1916,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"– Bitt' dich, halt' ein;
              Von draussen jener unheilschwangre Laut,
              Und hier im Zimmer dein verzerrtes Antlitz!",45,182,character_speech,7,2,,GUNNAR.,#gunnar,710.0,MALE,no_annotation,no_annotation,no_annotation
1917,1917,1917,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Denn Freude nicht, auch Sieg nicht lacht aus dir,
              Nichts weiß von deiner tollen Lustigkeit
              Das Herz in deinem Busen – Todtenbleich
              Wird deine Farbe.",197,387,character_speech,7,2,,GUNNAR.,#gunnar,710.0,MALE,suffering,negative,emotions of suffering and empathy
1918,1918,1918,GerDracor/fouque-sigurd-der-schlangentoedter.xml,– Bist dem Tode nah'.,388,409,character_speech,7,2,,GUNNAR.,#gunnar,710.0,MALE,no_annotation,no_annotation,no_annotation
1919,1919,1919,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Das wird sich noch ausweisen.",0,44,character_speech,7,2,,BRYNHILDIS.,#brynhildis,711.0,FEMALE,no_annotation,no_annotation,no_annotation
1920,1920,1920,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Hör' nur erst
              Noch diese an, die durch die finstern Hallen
              Der Burg herschreitet, zu verfluchen uns.",45,173,character_speech,7,2,,BRYNHILDIS.,#brynhildis,711.0,FEMALE,abhorrence,negative,emotions of rejection
1921,1921,1921,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"–
              Fluch' keck, Niflungenkind, Gudruna, fluche!",174,234,character_speech,7,2,,BRYNHILDIS.,#brynhildis,711.0,FEMALE,no_annotation,no_annotation,no_annotation
1922,1922,1922,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Ich leih' dir Zunge gern, leih' dir Gehirn!",249,292,character_speech,7,2,,BRYNHILDIS.,#brynhildis,711.0,FEMALE,anger,negative,emotions of rejection
1923,1923,1923,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Högne tritt auf, vor Gudrunen flüchtend.",0,40,stage_direction,7,2,speech_part,,#brynhildis,711.0,FEMALE,no_annotation,no_annotation,no_annotation
1924,1924,1924,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Laß' ab von mir, du schlimme Weissag'rin!",0,56,character_speech,7,2,,HÖGNE.,#hoegne,712.0,MALE,abhorrence,negative,emotions of rejection
1925,1925,1925,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Ich schlug ihn nicht.,71,92,character_speech,7,2,,HÖGNE.,#hoegne,712.0,MALE,no_annotation,no_annotation,no_annotation
1926,1926,1926,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Verbirgt sich hinter Gunnar.,0,28,stage_direction,7,2,speech_part,,#hoegne,712.0,MALE,no_annotation,no_annotation,no_annotation
1927,1927,1927,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Nein!",0,20,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,no_annotation,no_annotation,no_annotation
1928,1928,1928,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Hinter'm Stellnetz
              Standest du zitternd,
               Als fürstlich umschau'nd,
              Sich Feind dir nahte;
              Er, Feind nur euch, – Freund
              Freudiger Götter,
              Freund milder Menschen,
              Mir all' mein Leben.",21,300,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,fear,negative,emotions of anxiety
1929,1929,1929,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Oh!,315,318,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,no_annotation,no_annotation,no_annotation
1930,1930,1930,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Oh!,319,322,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,no_annotation,no_annotation,no_annotation
1931,1931,1931,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Ihr habt unbrüderlich gehandelt!,323,355,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,suffering,negative,emotions of suffering and empathy
1932,1932,1932,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Ihr steht, starrt an mich,
              Verstockt, ohne Thränen.",370,435,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,suffering,negative,emotions of suffering and empathy
1933,1933,1933,GerDracor/fouque-sigurd-der-schlangentoedter.xml,War't ihr Verwandte?,450,470,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,no_annotation,no_annotation,no_annotation
1934,1934,1934,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Und wendet euch klaglos weg?,485,513,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,no_annotation,no_annotation,no_annotation
1935,1935,1935,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Grane, sein gutes Pferd,
              Gebückt steht's, grämt sich,
              Legt sein Haupt in's Gras –
              Lieb hatt' ihn Alles – nur ihr nicht.",528,689,character_speech,7,2,,GUDRUNA.,#gudruna,713.0,FEMALE,suffering,negative,emotions of suffering and empathy
1936,1936,1936,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Fluch' grimm'ger!",0,32,character_speech,7,2,,BRYNHILDIS.,#brynhildis,714.0,FEMALE,abhorrence,negative,emotions of rejection
1937,1937,1937,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Du bist zahm noch wie ein Lamm!,33,64,character_speech,7,2,,BRYNHILDIS.,#brynhildis,714.0,FEMALE,"admiration, reverence",positive,emotions of affection
1938,1938,1938,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"–
              Hätt' mir den Sigurd wer geraubt, und so!",65,122,character_speech,7,2,,BRYNHILDIS.,#brynhildis,714.0,FEMALE,no_annotation,no_annotation,no_annotation
1939,1939,1939,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"–
              Hinab schon bräch' in unterird'schen Graus
              Vor meinen Worten dieser Veste Grund.",123,233,character_speech,7,2,,BRYNHILDIS.,#brynhildis,714.0,FEMALE,suffering,negative,emotions of suffering and empathy
1940,1940,1940,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Fluch', sag' ich!",248,265,character_speech,7,2,,BRYNHILDIS.,#brynhildis,714.0,FEMALE,anger,negative,emotions of rejection
1941,1941,1941,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Treugst dich, grimme Feindin!",0,44,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,abhorrence,negative,emotions of rejection
1942,1942,1942,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Wie?,45,49,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1943,1943,1943,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Mit euch noch irgend was – und sei's um Rache –
              Zu schaffen haben?",64,144,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1944,1944,1944,GerDracor/fouque-sigurd-der-schlangentoedter.xml,– Noch mit dieser Burg?,145,168,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1945,1945,1945,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Nest aller bösen Geister, drin wir wandeln;
               Fall', steh', wie's der feindseel'gen Macht gefällt!",183,294,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,abhorrence,negative,emotions of rejection
1946,1946,1946,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Ich weiß viel bessern Weg, viel rein're Luft!",309,354,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,anger,negative,emotions of rejection
1947,1947,1947,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Draussen im Dunkel
              Duftiger Haine,
              Weit durch den Bergwald
              Will ich mich ergehn.",369,491,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1948,1948,1948,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Hochflüchtige Hindin,
              Daheim in der Wildniß,
              Lagr' ich am Bach' mich,
              Lullt mich mein Wehlaut ein.",506,646,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1949,1949,1949,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Hinaus!,661,668,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1950,1950,1950,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Hinaus!,669,676,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1951,1951,1951,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Wo's keine Brüder giebt!,677,701,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1952,1952,1952,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Und laßt mir den guldigen Hort,
              Glänzend von Faffners Erb',
              Laßt mir ihn ruhn – hört?",716,829,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1953,1953,1953,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Fluch lagr' ich darauf – hört?,844,874,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,anger,negative,emotions of rejection
1954,1954,1954,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"–
              Mag nicht den Schlimmen,
              Doch ihr, ihr Schlimmen,
              Sollt's auch nicht haben,
              Sehn nicht die Glanzpracht!",875,1036,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,abhorrence,negative,emotions of rejection
1955,1955,1955,GerDracor/fouque-sigurd-der-schlangentoedter.xml,–,1037,1038,character_speech,7,2,,GUDRUNA.,#gudruna,715.0,FEMALE,no_annotation,no_annotation,no_annotation
1956,1956,1956,GerDracor/fouque-sigurd-der-schlangentoedter.xml,zu Gunnar.,0,10,stage_direction,7,2,speech_part,,#hoegne,716.0,MALE,no_annotation,no_annotation,no_annotation
1957,1957,1957,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Die Mordthat ist geschehn.",0,41,character_speech,7,2,,HÖGNE,#hoegne,716.0,MALE,no_annotation,no_annotation,no_annotation
1958,1958,1958,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Nun kehr' dich auch
              Nicht an der Schwester faselndes Gebot.",42,115,character_speech,7,2,,HÖGNE,#hoegne,716.0,MALE,anger,negative,emotions of rejection
1959,1959,1959,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Guttorm ist hin.,130,146,character_speech,7,2,,HÖGNE,#hoegne,716.0,MALE,suffering,negative,emotions of suffering and empathy
1960,1960,1960,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Wir theilen Faffners Gold.,147,173,character_speech,7,2,,HÖGNE,#hoegne,716.0,MALE,no_annotation,no_annotation,no_annotation
1961,1961,1961,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Versteht sich.,0,14,character_speech,7,2,,GUNNAR.,#gunnar,717.0,MALE,no_annotation,no_annotation,no_annotation
1962,1962,1962,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Leis' flüstert ihr zwar,
              Doch leise auch hör' ich;
              Wollt reiche Herrn werden,
              Wägend das Gold euch zu.",0,159,character_speech,7,2,,GUDRUNA.,#gudruna,718.0,FEMALE,no_annotation,no_annotation,no_annotation
1963,1963,1963,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"–
              Ich warnte, – wirkt ihr!",160,200,character_speech,7,2,,GUDRUNA.,#gudruna,718.0,FEMALE,no_annotation,no_annotation,no_annotation
1964,1964,1964,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"–
              Wenig lockt mich Gold –
              Viel draussen die Thaunacht,
              Thau meiner Thränen viel!",201,323,character_speech,7,2,,GUDRUNA.,#gudruna,718.0,FEMALE,suffering,negative,emotions of suffering and empathy
1965,1965,1965,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Zieh' nicht so einsam fort.,0,27,character_speech,7,2,,GUNNAR.,#gunnar,719.0,MALE,no_annotation,no_annotation,no_annotation
1966,1966,1966,GerDracor/fouque-sigurd-der-schlangentoedter.xml,Es brächt' uns Schmach.,28,51,character_speech,7,2,,GUNNAR.,#gunnar,719.0,MALE,suffering,negative,emotions of suffering and empathy
1967,1967,1967,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"
              Seid ihr klug, so laßt ihr mich,
              Seid ihr thöricht, haltet mich,
              Seid ihr toll, so sucht mich auf –
              Ach, so wird's kommen; ach, ich merk' es wohl.",0,203,character_speech,7,2,,GUDRUNA.,#gudruna,720.0,FEMALE,fear,negative,emotions of anxiety
1968,1968,1968,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Doch ich beschwör' euch, laßt mich in der Waldnacht.",218,270,character_speech,7,2,,GUDRUNA.,#gudruna,720.0,FEMALE,no_annotation,no_annotation,no_annotation
1969,1969,1969,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Ein luft'ges Elfenkind
              Leb' ich im tönenden Leid,
              Im Lied, wo Bach drein braus't und Baum,
              Suche mir Fäden bunt,
              Fädle die Nadel ein,
              Wohne webend in wüsten Mauern.",285,519,character_speech,7,2,,GUDRUNA.,#gudruna,720.0,FEMALE,suffering,negative,emotions of suffering and empathy
